# JMP-table dispatch audit
# total sites: 1910
#
# Summary:
#   static_target           1795  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          19  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          28    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            67    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$051426  in func $051426  base $01923C  kind=static_target
$051448  in func $051438  base $01160A  kind=static_target
$0514A6  in func $0514A2  base $01923C  kind=static_target
$051562  in func $05153A  base $01924C  kind=static_target
$0515B6  in func $0515B0  base $05304C  kind=static_target
$051622  in func $051622  base $053A22  kind=static_target
$05169C  in func $051694  base $053A22  kind=static_target
$05171C  in func $051704  base $053EE4  kind=static_target
$051788  in func $051782  base $01924C  kind=static_target
$0517EC  in func $0517C2  base $001D5C  kind=static_target
$051822  in func $051822  base $01924C  kind=static_target
$05183C  in func $051828  base $01923C  kind=static_target
$05186E  in func $05186E  base $053F2E  kind=static_target
$0518A6  in func $05189E  base $054418  kind=static_target
$0518DA  in func $0518D2  base $054418  kind=static_target
$051920  in func $051912  base $05304C  kind=static_target
$0519C6  in func $0519C6  base $01924C  kind=static_target
$0519D2  in func $0519CC  base $053A22  kind=static_target
$051AA0  in func $051AA0  base $01924C  kind=static_target
$051B56  in func $051B4C  base $01924C  kind=static_target
$051B8A  in func $051B80  base $01924C  kind=static_target
$051BF4  in func $051B90  base $01924C  kind=static_target
$051C06  in func $051BFA  base $01924C  kind=static_target
$051DC6  in func $051DC6  base $00B7DC  kind=static_target
$051DD4  in func $051DCC  base $054002  kind=static_target
$051E28  in func $051DFC  base $0017B0  kind=static_target
$051EC4  in func $051EC4  base $053A22  kind=static_target
$051F5A  in func $051F56  base $000000  kind=dynamic_register
$0523A4  in func $0523A4  base $019C12  kind=static_target
$0523D0  in func $0523AA  base $019C12  kind=static_target
$052400  in func $0523EA  base $01924C  kind=static_target
$052456  in func $05243E  base $052A14  kind=static_target
$05253E  in func $05252C  base $0548CC  kind=static_target
$052552  in func $052544  base $053A22  kind=static_target
$0525CC  in func $0525B6  base $01924C  kind=static_target
$0525DC  in func $0525D2  base $0529EC  kind=static_target
$0525E4  in func $0525E0  base $0530D6  kind=static_target
$05264C  in func $05262C  base $00EA46  kind=static_target
$05270E  in func $0526FC  base $052712  kind=fallback_hybrid/offset_table
$052752  in func $052742  base $0019B6  kind=static_target
$05275E  in func $05275A  base $0019B6  kind=static_target
$05276C  in func $052766  base $053EE4  kind=static_target
$05282C  in func $052822  base $052830  kind=fallback_hybrid/offset_table
$052860  in func $052860  base $05304C  kind=static_target
$052884  in func $052864  base $05304C  kind=static_target
$0528DA  in func $0528DA  base $053A22  kind=static_target
$052952  in func $052948  base $052956  kind=fallback_hybrid/offset_table
$0529B2  in func $0529AE  base $01924C  kind=static_target
$052D6A  in func $052D62  base $000000  kind=dynamic_register
$052FA6  in func $052F88  base $000000  kind=dynamic_register
$053058  in func $053054  base $000000  kind=dynamic_register
$053070  in func $053068  base $000000  kind=dynamic_register
$05309C  in func $053098  base $000000  kind=dynamic_register
$0530B2  in func $0530AA  base $000000  kind=dynamic_register
$0530C8  in func $0530C0  base $000000  kind=dynamic_register
$0530D0  in func $0530CA  base $01924C  kind=static_target
$0530E2  in func $0530D6  base $01924C  kind=static_target
$0530FE  in func $0530EC  base $01924C  kind=static_target
$053114  in func $053108  base $01924C  kind=static_target
$05312E  in func $053122  base $01924C  kind=static_target
$053152  in func $053152  base $01924C  kind=static_target
$053168  in func $05315C  base $01924C  kind=static_target
$053182  in func $05316E  base $01924C  kind=static_target
$053194  in func $053188  base $01924C  kind=static_target
$0531AC  in func $05319A  base $01924C  kind=static_target
$0531CC  in func $0531B2  base $01924C  kind=static_target
$0531D8  in func $0531D2  base $01924C  kind=static_target
$053206  in func $053206  base $01923C  kind=static_target
$053234  in func $05322E  base $01923C  kind=static_target
$053262  in func $05325C  base $01923C  kind=static_target
$053290  in func $05328A  base $01923C  kind=static_target
$05352E  in func $05351C  base $053532  kind=fallback_hybrid/offset_table
$053640  in func $053632  base $01924C  kind=static_target
$05375A  in func $053748  base $01924C  kind=static_target
$05378C  in func $05377A  base $01924C  kind=static_target
$0537E8  in func $0537C0  base $01924C  kind=static_target
$053826  in func $0537EE  base $01924C  kind=static_target
$053846  in func $05382C  base $01924C  kind=static_target
$053866  in func $05384C  base $01924C  kind=static_target
$0538B4  in func $053886  base $01924C  kind=static_target
$0538CC  in func $0538BA  base $01924C  kind=static_target
$05392C  in func $05390E  base $01924C  kind=static_target
$053A1C  in func $053A08  base $01924C  kind=static_target
$053CFA  in func $053CF4  base $052D08  kind=static_target
$053D04  in func $053CFE  base $052D08  kind=static_target
$053D0C  in func $053D08  base $052D08  kind=static_target
$053D1E  in func $053D1A  base $05304C  kind=static_target
$053D2A  in func $053D26  base $01924C  kind=static_target
$053D3A  in func $053D30  base $0530CA  kind=static_target
$053D46  in func $053D42  base $0530CA  kind=static_target
$053D54  in func $053D4E  base $0537C0  kind=static_target
$053D62  in func $053D5C  base $053886  kind=static_target
$053D6C  in func $053D66  base $05304C  kind=static_target
$053D7A  in func $053D70  base $05304C  kind=static_target
$053E0E  in func $053DE6  base $01924C  kind=static_target
$053E1A  in func $053E14  base $01924C  kind=static_target
$053E26  in func $053E20  base $01924C  kind=static_target
$053F7A  in func $053F78  base $053F76  kind=fallback_hybrid/function_entry
$054058  in func $054040  base $01924C  kind=static_target
$05406A  in func $05406A  base $01923C  kind=static_target
$054098  in func $05408C  base $01923C  kind=static_target
$0540C4  in func $0540B2  base $01923C  kind=static_target
$0540E8  in func $0540E8  base $0015E2  kind=static_target
$05415C  in func $054156  base $05304C  kind=static_target
$054180  in func $054160  base $0526FC  kind=static_target
$0541A0  in func $05418A  base $054100  kind=static_target
$0541B0  in func $0541A4  base $01923C  kind=static_target
$054284  in func $054264  base $000000  kind=dynamic_register
$0542BA  in func $0542B6  base $052A14  kind=static_target
$0542F6  in func $0542EA  base $00160A  kind=static_target
$054452  in func $054438  base $0019B6  kind=static_target
$05450A  in func $054508  base $0015E2  kind=static_target
$05451E  in func $054510  base $0015E2  kind=static_target
$054544  in func $054524  base $053A08  kind=static_target
$05456C  in func $054558  base $052A14  kind=static_target
$0545AA  in func $054570  base $052A14  kind=static_target
$05467E  in func $05467A  base $019222  kind=static_target
$054690  in func $054684  base $019222  kind=static_target
$05469E  in func $054696  base $019222  kind=static_target
$0546B0  in func $0546A4  base $019222  kind=static_target
$0546C0  in func $0546B6  base $0529F4  kind=static_target
$0546E6  in func $0546E6  base $053122  kind=static_target
$0546EE  in func $0546EA  base $053122  kind=static_target
$054702  in func $0546F2  base $0529F4  kind=static_target
$054756  in func $054756  base $053122  kind=static_target
$05476C  in func $054762  base $053122  kind=static_target
$054796  in func $054786  base $01924C  kind=static_target
$0547B6  in func $0547AA  base $053122  kind=static_target
$0547D2  in func $0547BA  base $01924C  kind=static_target
$0547EA  in func $0547EA  base $053748  kind=static_target
$054832  in func $05482E  base $053748  kind=static_target
$05484C  in func $05484C  base $053748  kind=static_target
$05491A  in func $0548E4  base $054960  kind=static_target
$0549EC  in func $0549E4  base $01BA34  kind=static_target
$054BA4  in func $054B9E  base $053886  kind=static_target
$054BBE  in func $054BB0  base $05382C  kind=static_target
$054BEA  in func $054BE2  base $05304C  kind=static_target
$054CB2  in func $054C9C  base $05390E  kind=static_target
$054D2A  in func $054D2A  base $05304C  kind=static_target
$054D36  in func $054D2E  base $019222  kind=static_target
$054D5E  in func $054D3C  base $053108  kind=static_target
$054D66  in func $054D66  base $01923C  kind=static_target
$054D7C  in func $054D7C  base $052D08  kind=static_target
$054E5A  in func $054E56  base $000000  kind=dynamic_register
$054FA8  in func $054F9A  base $05382C  kind=static_target
$054FF0  in func $054FB2  base $052B1A  kind=static_target
$054FF8  in func $054FF4  base $052B1A  kind=static_target
$054FFC  in func $054FFC  base $053D1A  kind=static_target
$0550CE  in func $0550C0  base $0530D6  kind=static_target
$0550E0  in func $0550D2  base $0530D6  kind=static_target
$055108  in func $0550E4  base $0530D6  kind=static_target
$05511E  in func $05510C  base $0530D6  kind=static_target
$0551AC  in func $0551AC  base $05304C  kind=static_target
$05526E  in func $05525C  base $0530D6  kind=static_target
$05529E  in func $05528C  base $0530D6  kind=static_target
$0552F0  in func $0552C0  base $019CEC  kind=static_target
$055304  in func $0552F6  base $019CEC  kind=static_target
$055312  in func $055312  base $019CEC  kind=static_target
$05551E  in func $055510  base $05382C  kind=static_target
$0555DC  in func $0555CC  base $05319A  kind=static_target
$055602  in func $0555EC  base $0529EC  kind=static_target
$055666  in func $05564A  base $0530D6  kind=static_target
$055678  in func $05566C  base $0530D6  kind=static_target
$05569E  in func $055694  base $052A14  kind=static_target
$05570A  in func $0556F8  base $053B48  kind=static_target
$055724  in func $05570E  base $05382C  kind=static_target
$055748  in func $055728  base $053A22  kind=static_target
$055750  in func $05574C  base $053DB0  kind=static_target
$055782  in func $055770  base $05382C  kind=static_target
$055790  in func $05578C  base $0529EC  kind=static_target
$0557DE  in func $0557B8  base $052B5A  kind=static_target
$055802  in func $0557EA  base $053DB0  kind=static_target
$055862  in func $055854  base $05382C  kind=static_target
$0558A2  in func $05589E  base $05304C  kind=static_target
$0558E2  in func $0558BC  base $05304C  kind=static_target
$0558F4  in func $0558E6  base $053886  kind=static_target
$055948  in func $05593A  base $019222  kind=static_target
$05597A  in func $055976  base $019222  kind=static_target
$055A02  in func $0559F4  base $05382C  kind=static_target
$055A6E  in func $055A34  base $052A14  kind=static_target
$055A98  in func $055A8A  base $053072  kind=static_target
$055B20  in func $055B16  base $053072  kind=static_target
$055B46  in func $055B30  base $052A14  kind=static_target
$055B84  in func $055B76  base $0530EC  kind=static_target
$055B98  in func $055B88  base $0530EC  kind=static_target
$055BCA  in func $055BB0  base $053886  kind=static_target
$055BD4  in func $055BCE  base $053886  kind=static_target
$055BE6  in func $055BD8  base $0530D6  kind=static_target
$055C08  in func $055BEA  base $01924C  kind=static_target
$055C0E  in func $055C0E  base $053A22  kind=static_target
$055C62  in func $055C44  base $01924C  kind=static_target
$055C6C  in func $055C68  base $01924C  kind=static_target
$055CB4  in func $055CB0  base $01924C  kind=static_target
$055CC4  in func $055CBA  base $0529EC  kind=static_target
$055CD4  in func $055CC8  base $0530D6  kind=static_target
$055CD8  in func $055CD8  base $01923C  kind=static_target
$055D9E  in func $055D86  base $05382C  kind=static_target
$055E18  in func $055E06  base $019222  kind=static_target
$055E6E  in func $055E46  base $019222  kind=static_target
$055E74  in func $055E74  base $053356  kind=static_target
$0560C0  in func $0560B2  base $05382C  kind=static_target
$056196  in func $05618E  base $05390E  kind=static_target
$056210  in func $056210  base $019222  kind=static_target
$05623E  in func $05623E  base $019222  kind=static_target
$0562A2  in func $056290  base $05382C  kind=static_target
$0562CE  in func $0562B0  base $052A14  kind=static_target
$05630E  in func $056302  base $052EC2  kind=static_target
$056386  in func $056386  base $05304C  kind=static_target
$056392  in func $05638A  base $053A22  kind=static_target
$0563B4  in func $056398  base $0530CA  kind=static_target
$056430  in func $05642C  base $052A14  kind=static_target
$056440  in func $056434  base $0541E6  kind=static_target
$0564AA  in func $0564AA  base $05304C  kind=static_target
$056540  in func $056540  base $05304C  kind=static_target
$05657C  in func $056574  base $05304C  kind=static_target
$05659E  in func $056596  base $05304C  kind=static_target
$0565B6  in func $0565A2  base $046576  kind=static_target
$0565CC  in func $0565BC  base $05304C  kind=static_target
$056600  in func $0565F6  base $052A14  kind=static_target
$056624  in func $056614  base $01160A  kind=static_target
$05662A  in func $05662A  base $01923C  kind=static_target
$056670  in func $056664  base $0530CA  kind=static_target
$05674C  in func $05674C  base $01924C  kind=static_target
$056756  in func $056752  base $01923C  kind=static_target
$05677C  in func $05675C  base $053A3E  kind=static_target
$056790  in func $056786  base $056794  kind=fallback_hybrid/offset_table
$0568E2  in func $0568C4  base $0543FE  kind=static_target
$0569B2  in func $05699E  base $05382C  kind=static_target
$0569CE  in func $0569C2  base $052A14  kind=static_target
$056A90  in func $056A7E  base $0530D6  kind=static_target
$056B44  in func $056B32  base $0530EC  kind=static_target
$056B96  in func $056B96  base $05304C  kind=static_target
$056C76  in func $056C68  base $05382C  kind=static_target
$056C96  in func $056C84  base $052A14  kind=static_target
$056D0C  in func $056D00  base $05305A  kind=static_target
$056D64  in func $056D52  base $0530D6  kind=static_target
$056D70  in func $056D6C  base $0529F4  kind=static_target
$056DD2  in func $056DBC  base $05390E  kind=static_target
$056DEA  in func $056DDE  base $052A14  kind=static_target
$056E12  in func $056E0E  base $052DDA  kind=static_target
$056E54  in func $056E50  base $052D0C  kind=static_target
$056E8A  in func $056E66  base $052B5A  kind=static_target
$056EBC  in func $056EBC  base $0530EC  kind=static_target
$056FA4  in func $056F96  base $05382C  kind=static_target
$056FB6  in func $056FB2  base $0529EC  kind=static_target
$056FE6  in func $056FE6  base $052EC2  kind=static_target
$057002  in func $056FEA  base $052A14  kind=static_target
$057006  in func $057006  base $05304C  kind=static_target
$057042  in func $05701C  base $052AC8  kind=static_target
$05705C  in func $05704E  base $0530EC  kind=static_target
$057094  in func $057090  base $052D0C  kind=static_target
$0570A6  in func $057098  base $053886  kind=static_target
$05711A  in func $057114  base $019222  kind=static_target
$057126  in func $057120  base $019222  kind=static_target
$05712C  in func $05712C  base $019222  kind=static_target
$057182  in func $057174  base $05382C  kind=static_target
$057198  in func $05718C  base $052A14  kind=static_target
$0571DA  in func $0571C4  base $019222  kind=static_target
$0571F2  in func $0571E0  base $0530D6  kind=static_target
$057200  in func $0571FC  base $0529F4  kind=static_target
$057222  in func $05721E  base $052DDA  kind=static_target
$057238  in func $057226  base $0530D6  kind=static_target
$057246  in func $057242  base $0529F4  kind=static_target
$05729A  in func $05728C  base $05382C  kind=static_target
$0572F2  in func $0572CE  base $053B48  kind=static_target
$057324  in func $057312  base $05304C  kind=static_target
$057364  in func $057360  base $05304C  kind=static_target
$0573A2  in func $057388  base $052B5A  kind=static_target
$057452  in func $057446  base $01924C  kind=static_target
$057510  in func $057502  base $05382C  kind=static_target
$0575DE  in func $0575CE  base $05304C  kind=static_target
$05760A  in func $05760A  base $052D6C  kind=static_target
$05765E  in func $05764E  base $05304C  kind=static_target
$05767C  in func $05767C  base $052DA0  kind=static_target
$05769E  in func $057690  base $0530D6  kind=static_target
$0576F2  in func $0576E0  base $052CB6  kind=static_target
$05772C  in func $05771A  base $052CB6  kind=static_target
$0577DA  in func $0577DA  base $019C12  kind=static_target
$057824  in func $0577F4  base $052A14  kind=static_target
$05785C  in func $057858  base $05304C  kind=static_target
$05795A  in func $057956  base $053760  kind=static_target
$057A66  in func $057A3E  base $053A3E  kind=static_target
$057AAC  in func $057A76  base $053A3E  kind=static_target
$057AD0  in func $057AC2  base $019C12  kind=static_target
$057AE4  in func $057AD6  base $019C12  kind=static_target
$057B36  in func $057B36  base $019C12  kind=static_target
$057B50  in func $057B3C  base $019C12  kind=static_target
$057B6C  in func $057B5E  base $019C12  kind=static_target
$057B84  in func $057B84  base $019C12  kind=static_target
$057BAE  in func $057B9E  base $019C12  kind=static_target
$057BF6  in func $057BF2  base $057BFA  kind=fallback_hybrid/offset_table
$057CB8  in func $057C98  base $053748  kind=static_target
$057DD2  in func $057DD2  base $05304C  kind=static_target
$057E5E  in func $057E4E  base $0530D6  kind=static_target
$057E8E  in func $057E80  base $05382C  kind=static_target
$057EB6  in func $057EB6  base $05382C  kind=static_target
$057EFE  in func $057EFE  base $05382C  kind=static_target
$057F16  in func $057F02  base $05382C  kind=static_target
$057F40  in func $057F40  base $052A14  kind=static_target
$057F54  in func $057F54  base $052A14  kind=static_target
$057F7E  in func $057F68  base $01924C  kind=static_target
$057F94  in func $057F84  base $0529EC  kind=static_target
$0580A4  in func $058088  base $01924C  kind=static_target
$0580F0  in func $0580D4  base $01923C  kind=static_target
$05812C  in func $05811C  base $053A3E  kind=static_target
$058384  in func $058384  base $052C50  kind=static_target
$058476  in func $05846C  base $01BA34  kind=static_target
$0584D8  in func $0584CA  base $01924C  kind=static_target
$058538  in func $058538  base $05384C  kind=static_target
$05857A  in func $05857A  base $05384C  kind=static_target
$058594  in func $05857E  base $05384C  kind=static_target
$0585C2  in func $0585B8  base $05384C  kind=static_target
$058604  in func $058604  base $05384C  kind=static_target
$05863C  in func $05863C  base $05384C  kind=static_target
$05865A  in func $058652  base $05384C  kind=static_target
$05868E  in func $05868E  base $05384C  kind=static_target
$058698  in func $058692  base $05384C  kind=static_target
$05869C  in func $05869C  base $05384C  kind=static_target
$0586B2  in func $0586AE  base $053122  kind=static_target
$0586CC  in func $0586C8  base $053122  kind=static_target
$0586E2  in func $0586DE  base $053122  kind=static_target
$058736  in func $05872E  base $053122  kind=static_target
$05879A  in func $05879A  base $053D4E  kind=static_target
$058860  in func $058850  base $01BA34  kind=static_target
$058876  in func $058866  base $01BA34  kind=static_target
$058930  in func $058910  base $053A30  kind=static_target
$0589CC  in func $0589CC  base $05382C  kind=static_target
$0589E4  in func $0589DC  base $05382C  kind=static_target
$058A20  in func $058A20  base $05382C  kind=static_target
$058A28  in func $058A24  base $05382C  kind=static_target
$058A62  in func $058A52  base $053A3E  kind=static_target
$058A70  in func $058A66  base $01BA34  kind=static_target
$058AC4  in func $058AC4  base $052A14  kind=static_target
$058AE6  in func $058AD6  base $05382C  kind=static_target
$058B08  in func $058B08  base $05382C  kind=static_target
$058B20  in func $058B18  base $05382C  kind=static_target
$058B46  in func $058B2C  base $01923C  kind=static_target
$058B7A  in func $058B6C  base $019C12  kind=static_target
$058BA0  in func $058B80  base $019C12  kind=static_target
$058C4C  in func $058C3C  base $053A3E  kind=static_target
$058CCC  in func $058CCC  base $0529EC  kind=static_target
$058CD8  in func $058CD0  base $05382C  kind=static_target
$058D02  in func $058CDC  base $01924C  kind=static_target
$058D46  in func $058D30  base $0529EC  kind=static_target
$058D68  in func $058D68  base $05382C  kind=static_target
$058DC4  in func $058DB8  base $053748  kind=static_target
$058DE4  in func $058DE4  base $053A22  kind=static_target
$058DFE  in func $058DF2  base $05382C  kind=static_target
$058E2E  in func $058E2E  base $053A22  kind=static_target
$058E84  in func $058E84  base $01923C  kind=static_target
$058F08  in func $058EFC  base $01924C  kind=static_target
$058F2C  in func $058F16  base $01924C  kind=static_target
$058F3E  in func $058F3E  base $01923C  kind=static_target
$058F66  in func $058F62  base $01924C  kind=static_target
$058F78  in func $058F74  base $0537C0  kind=static_target
$05908E  in func $059076  base $052A14  kind=static_target
$05909A  in func $059092  base $05382C  kind=static_target
$0590D2  in func $0590CE  base $0530D6  kind=static_target
$0592D6  in func $0592C0  base $05390E  kind=static_target
$059368  in func $059354  base $053072  kind=static_target
$0593E0  in func $0593E0  base $053CFE  kind=static_target
$0593FE  in func $0593FA  base $05305A  kind=static_target
$05946C  in func $059448  base $05304C  kind=static_target
$0594B4  in func $059496  base $052D08  kind=static_target
$0594F2  in func $0594D0  base $019222  kind=static_target
$059518  in func $059518  base $05304C  kind=static_target
$05955E  in func $059556  base $01924C  kind=static_target
$059572  in func $059564  base $010CA4  kind=static_target
$0595B4  in func $05959E  base $052A14  kind=static_target
$059644  in func $05962C  base $052AC8  kind=static_target
$05966E  in func $05966E  base $05382C  kind=static_target
$05967E  in func $059672  base $05382C  kind=static_target
$059688  in func $059682  base $05382C  kind=static_target
$059724  in func $05971A  base $0530EC  kind=static_target
$05973C  in func $059728  base $053886  kind=static_target
$059758  in func $059750  base $053886  kind=static_target
$05979E  in func $059790  base $05382C  kind=static_target
$0597CA  in func $0597B0  base $052A14  kind=static_target
$0597E6  in func $0597E6  base $05304C  kind=static_target
$059808  in func $059802  base $052D08  kind=static_target
$0598B6  in func $0598B0  base $05304C  kind=static_target
$0598D0  in func $0598D0  base $05304C  kind=static_target
$05990C  in func $0598FA  base $0530D6  kind=static_target
$05991A  in func $059916  base $0529F4  kind=static_target
$059968  in func $059956  base $0530EC  kind=static_target
$059978  in func $059974  base $0529F4  kind=static_target
$059ACC  in func $059ABE  base $05382C  kind=static_target
$059AF8  in func $059AD4  base $052A14  kind=static_target
$059B08  in func $059AFC  base $052A14  kind=static_target
$059B18  in func $059B0C  base $052A14  kind=static_target
$059B3A  in func $059B3A  base $052D08  kind=static_target
$059B56  in func $059B3E  base $0530EC  kind=static_target
$059B8C  in func $059B88  base $059B90  kind=fallback_hybrid/offset_table
$059BF0  in func $059BEA  base $05339E  kind=static_target
$059BF8  in func $059BF4  base $059BFC  kind=fallback_hybrid/offset_table
$059C1E  in func $059C02  base $05305A  kind=static_target
$059C56  in func $059C50  base $05304C  kind=static_target
$059C5E  in func $059C5A  base $059C62  kind=fallback_hybrid/offset_table
$059C68  in func $059C68  base $05304C  kind=static_target
$059C8A  in func $059C86  base $059C8E  kind=fallback_hybrid/offset_table
$059CCA  in func $059CC4  base $05304C  kind=static_target
$059CE8  in func $059CCE  base $0530D6  kind=static_target
$059D0E  in func $059CEC  base $0530D6  kind=static_target
$059D70  in func $059D5E  base $052AC8  kind=static_target
$059D82  in func $059D82  base $052AC8  kind=static_target
$059D8A  in func $059D86  base $052AC8  kind=static_target
$059E0A  in func $059DFC  base $05382C  kind=static_target
$059E1E  in func $059E12  base $052A14  kind=static_target
$059E4E  in func $059E42  base $019222  kind=static_target
$059E6C  in func $059E54  base $0530EC  kind=static_target
$059E90  in func $059E8A  base $0530EC  kind=static_target
$059EFC  in func $059EEE  base $05382C  kind=static_target
$059F6A  in func $059F5C  base $05304C  kind=static_target
$059FAC  in func $059F9E  base $0530D6  kind=static_target
$059FBC  in func $059FB8  base $0529F4  kind=static_target
$05A064  in func $05A064  base $05304C  kind=static_target
$05A0A8  in func $05A0A0  base $0530EC  kind=static_target
$05A13A  in func $05A124  base $05390E  kind=static_target
$05A19E  in func $05A19A  base $052D08  kind=static_target
$05A1D2  in func $05A1CC  base $052D08  kind=static_target
$05A228  in func $05A228  base $052D08  kind=static_target
$05A258  in func $05A248  base $052D08  kind=static_target
$05A2B2  in func $05A28C  base $05304C  kind=static_target
$05A320  in func $05A304  base $0530CA  kind=static_target
$05A388  in func $05A33C  base $052AC8  kind=static_target
$05A3B0  in func $05A3AC  base $019222  kind=static_target
$05A3CC  in func $05A3C4  base $019222  kind=static_target
$05A3EA  in func $05A3D2  base $046576  kind=static_target
$05A444  in func $05A422  base $052BD4  kind=static_target
$05A466  in func $05A458  base $019222  kind=static_target
$05A482  in func $05A47A  base $019222  kind=static_target
$05A4BC  in func $05A488  base $052A14  kind=static_target
$05A4EA  in func $05A4DE  base $05384C  kind=static_target
$05A4F8  in func $05A4EE  base $052AC8  kind=static_target
$05A524  in func $05A524  base $052C90  kind=static_target
$05A552  in func $05A53C  base $053A30  kind=static_target
$05A5B0  in func $05A5AC  base $052AC8  kind=static_target
$05A5FC  in func $05A5FC  base $053760  kind=static_target
$05A61A  in func $05A600  base $01924C  kind=static_target
$05A620  in func $05A620  base $053A22  kind=static_target
$05A64A  in func $05A63E  base $052C90  kind=static_target
$05A66A  in func $05A66A  base $052D08  kind=static_target
$05A6CC  in func $05A6CC  base $052D08  kind=static_target
$05A6F2  in func $05A6E0  base $01924C  kind=static_target
$05A714  in func $05A714  base $01923C  kind=static_target
$05A926  in func $05A926  base $05382C  kind=static_target
$05A94A  in func $05A92A  base $046576  kind=static_target
$05A96A  in func $05A956  base $05382C  kind=static_target
$05A9D0  in func $05A9CC  base $05382C  kind=static_target
$05AA2C  in func $05AA28  base $05382C  kind=static_target
$05AAC0  in func $05AABC  base $01924C  kind=static_target
$05AAD2  in func $05AAC6  base $05384C  kind=static_target
$05AB08  in func $05AB08  base $01923C  kind=static_target
$05AB26  in func $05AB0E  base $054418  kind=static_target
$05B56E  in func $05B564  base $05B572  kind=fallback_hybrid/offset_table
$05B61C  in func $05B616  base $01924C  kind=static_target
