# JMP-table dispatch audit
# total sites: 3540
#
# Summary:
#   static_target           3347  (JMP with statically resolved target — safe)
#   in_function_switch         0  (JMP(PC,Dn.W) compiled to in-function switch+goto — safe, this is the Duff's-device fix)
#   dynamic_register          37  (JMP (An)/(d,An)/(An,Xn) — runtime address from register, safe via call_by_address)
#   fallback_hybrid                — JMP(PC,Dn.W) routed through hybrid_jmp_interpret; subdivided:
#     function_entry          71    (base IS a registered function — call_by_address resolves it directly)
#     bra_w_trampoline         0    (base opcode = 0x6000; runtime miss feedback works)
#     offset_table            84    (base is a dc.w (target-base) table; 1+ entries decode to functions — runtime resolves it)
#     INTERIOR_UNRESOLVED      1    (DANGER: base is interior to a function, NOT one of the safe patterns above — silent failure class like pre-fix CPZ)
#     external_unresolved      0    (base outside any known function — investigate)
#   unsupported                0  (decoder hit a JMP mode the emitter doesn't handle)
#
# When `interior_unresolved` is non-zero, inspect each site — these are
# Sonic-2-CPZ-style silent-failure candidates. Either the recompiler's
# Duff's-device probe (probe_pc_idx_targets) didn't match, or the table
# really is a new pattern that needs new codegen support.
#
# Format: <jmp_addr>  in func <func>  base <base>  kind=<kind>[ targets=N]

$07E7C8  in func $07E7B4  base $01040C  kind=static_target
$07E808  in func $07E800  base $01040C  kind=static_target
$07E898  in func $07E898  base $084914  kind=static_target
$07E8F2  in func $07E8E2  base $084914  kind=static_target
$07E910  in func $07E908  base $0852A0  kind=static_target
$07E978  in func $07E972  base $085180  kind=static_target
$07E9CA  in func $07E9CA  base $01ABC6  kind=static_target
$07E9D0  in func $07E9D0  base $0852A0  kind=static_target
$07E9F2  in func $07E9D4  base $01ABC6  kind=static_target
$07E9F8  in func $07E9F8  base $0852A0  kind=static_target
$07EA38  in func $07EA30  base $084920  kind=static_target
$07EA62  in func $07EA5E  base $084920  kind=static_target
$07EA66  in func $07EA66  base $0852A0  kind=static_target
$07EAB2  in func $07EA9A  base $084920  kind=static_target
$07EAC8  in func $07EAC8  base $085102  kind=static_target
$07EB08  in func $07EB08  base $01ABC6  kind=static_target
$07EB2E  in func $07EB0E  base $0852D0  kind=static_target
$07EC36  in func $07EC24  base $01ABC6  kind=static_target
$07EC42  in func $07EC3C  base $0849D8  kind=static_target
$07EE1A  in func $07EE12  base $085A9C  kind=static_target
$07EEC8  in func $07EE94  base $084060  kind=static_target
$07EEEA  in func $07EECC  base $085F86  kind=static_target
$07EF28  in func $07EF00  base $085FA0  kind=static_target
$07F0BA  in func $07F06C  base $084060  kind=static_target
$07F0CE  in func $07F0CE  base $085CA4  kind=static_target
$07F0FE  in func $07F0FE  base $084914  kind=static_target
$07F156  in func $07F150  base $08488A  kind=static_target
$07F190  in func $07F182  base $08488A  kind=static_target
$07F1C0  in func $07F194  base $084060  kind=static_target
$07F1DA  in func $07F1CC  base $084400  kind=static_target
$07F20C  in func $07F1FA  base $084580  kind=static_target
$07F22E  in func $07F220  base $01ABC6  kind=static_target
$07F330  in func $07F310  base $01ABB6  kind=static_target
$07F394  in func $07F37C  base $084A04  kind=static_target
$07F3AC  in func $07F398  base $084920  kind=static_target
$07F3C0  in func $07F3B0  base $084920  kind=static_target
$07F3E6  in func $07F3E2  base $084920  kind=static_target
$07F454  in func $07F43E  base $01ABC6  kind=static_target
$07F4E8  in func $07F4D4  base $01ABC6  kind=static_target
$07F4F6  in func $07F4EE  base $0852A0  kind=static_target
$07F51A  in func $07F4FA  base $084914  kind=static_target
$07F640  in func $07F62E  base $085180  kind=static_target
$07F644  in func $07F644  base $01ABB6  kind=static_target
$07F668  in func $07F64A  base $084934  kind=static_target
$07F680  in func $07F66C  base $084934  kind=static_target
$07F6AA  in func $07F6A2  base $084920  kind=static_target
$07F6C8  in func $07F6BA  base $084920  kind=static_target
$07F6F2  in func $07F6DE  base $084934  kind=static_target
$07F6F6  in func $07F6F6  base $0852A0  kind=static_target
$07F718  in func $07F708  base $084920  kind=static_target
$07F746  in func $07F71C  base $01ABC6  kind=static_target
$07F77C  in func $07F76A  base $01B588  kind=static_target
$07F7C8  in func $07F7C8  base $01ABC6  kind=static_target
$07F7F0  in func $07F7CE  base $01ABC6  kind=static_target
$07F89A  in func $07F884  base $01ABB6  kind=static_target
$07F922  in func $07F900  base $0857B4  kind=static_target
$07F9D2  in func $07F9C0  base $0857B4  kind=static_target
$07FA28  in func $07FA1A  base $0857B4  kind=static_target
$07FC0A  in func $07FC0A  base $085F86  kind=static_target
$07FC16  in func $07FC0E  base $085A94  kind=static_target
$07FF8A  in func $07FF6A  base $07FF8E  kind=fallback_hybrid/function_entry
$07FFD2  in func $07FFD2  base $08488A  kind=static_target
$0800FE  in func $0800EE  base $08488A  kind=static_target
$08015A  in func $08013A  base $0852AE  kind=static_target
$080174  in func $080160  base $084914  kind=static_target
$0801D4  in func $0801C6  base $084060  kind=static_target
$080202  in func $0801D8  base $0685E2  kind=static_target
$08024C  in func $08023E  base $08488A  kind=static_target
$0802D8  in func $0802C0  base $01ABC6  kind=static_target
$080308  in func $0802FE  base $001AD2  kind=static_target
$080406  in func $0803D6  base $085E3A  kind=static_target
$080418  in func $08040C  base $085E3A  kind=static_target
$0804AA  in func $080494  base $084914  kind=static_target
$0804BE  in func $0804B0  base $01ABC6  kind=static_target
$0804CC  in func $0804C8  base $084038  kind=static_target
$0804DA  in func $0804D2  base $0843AE  kind=static_target
$080530  in func $080522  base $01ABC6  kind=static_target
$080556  in func $080542  base $01ABC6  kind=static_target
$080570  in func $080562  base $01ABC6  kind=static_target
$08058C  in func $080584  base $08498C  kind=static_target
$0805BE  in func $0805AE  base $08494E  kind=static_target
$080608  in func $080608  base $08494E  kind=static_target
$080676  in func $080672  base $084920  kind=static_target
$080686  in func $08067A  base $08494E  kind=static_target
$0806D6  in func $0806D2  base $084920  kind=static_target
$080752  in func $08073A  base $01ABC6  kind=static_target
$08077C  in func $08077C  base $01ABC6  kind=static_target
$0807A6  in func $0807A6  base $01ABC6  kind=static_target
$0807B6  in func $0807B6  base $01ABC6  kind=static_target
$0807FE  in func $0807EE  base $084920  kind=static_target
$080838  in func $080834  base $084920  kind=static_target
$080884  in func $08087C  base $08494E  kind=static_target
$08089A  in func $080894  base $08494E  kind=static_target
$0808A8  in func $08089E  base $01ABB6  kind=static_target
$08093A  in func $08093A  base $01ABC6  kind=static_target
$080A52  in func $080A3A  base $084914  kind=static_target
$080A58  in func $080A56  base $084914  kind=static_target
$080AD0  in func $080AD0  base $0852A0  kind=static_target
$080B52  in func $080B50  base $0852A0  kind=static_target
$080C30  in func $080C2A  base $08488A  kind=static_target
$080C5C  in func $080C58  base $0845A0  kind=static_target
$080CAA  in func $080CA6  base $0845A0  kind=static_target
$080D12  in func $080CF8  base $01ABC6  kind=static_target
$080D4A  in func $080D30  base $084914  kind=static_target
$080D6C  in func $080D64  base $01ABC6  kind=static_target
$080DB8  in func $080DB8  base $01ABC6  kind=static_target
$080DCA  in func $080DBE  base $01ABC6  kind=static_target
$080DDA  in func $080DD0  base $01ABB6  kind=static_target
$080E1A  in func $080E02  base $01ABC6  kind=static_target
$080E26  in func $080E20  base $01ABB6  kind=static_target
$080EDE  in func $080ED6  base $085AA0  kind=static_target
$0810D0  in func $0810D0  base $01ABB6  kind=static_target
$08122A  in func $081220  base $085F86  kind=static_target
$081238  in func $081230  base $085A98  kind=static_target
$0815FC  in func $0815F2  base $001AD2  kind=static_target
$081676  in func $08160A  base $001380  kind=static_target
$0816EE  in func $0816E8  base $00172C  kind=static_target
$0817D4  in func $08179E  base $01ABB6  kind=static_target
$081852  in func $08180E  base $084220  kind=static_target
$0819FA  in func $0819EA  base $001AD2  kind=static_target
$081A70  in func $081A28  base $084220  kind=static_target
$081CC0  in func $081CA4  base $01ABB6  kind=static_target
$081D3E  in func $081D32  base $01ABC6  kind=static_target
$081D6C  in func $081D64  base $01ABC6  kind=static_target
$081DAC  in func $081D72  base $084060  kind=static_target
$081E16  in func $081E16  base $01ABC6  kind=static_target
$081E38  in func $081E28  base $085102  kind=static_target
$081E4A  in func $081E3C  base $01ABC6  kind=static_target
$081E7E  in func $081E7A  base $08498C  kind=static_target
$081F10  in func $081F0A  base $0849C6  kind=static_target
$081F32  in func $081F26  base $0850D4  kind=static_target
$081F76  in func $081F6A  base $084920  kind=static_target
$081F7A  in func $081F7A  base $08494E  kind=static_target
$081FE8  in func $081FDA  base $0852A0  kind=static_target
$08205C  in func $08204C  base $085070  kind=static_target
$0820B2  in func $08209E  base $084920  kind=static_target
$0820E2  in func $0820D0  base $01ABC6  kind=static_target
$0820F4  in func $0820EE  base $08488A  kind=static_target
$082180  in func $082176  base $084920  kind=static_target
$08218A  in func $082184  base $08494E  kind=static_target
$0821D8  in func $0821C2  base $01B588  kind=static_target
$082224  in func $082224  base $01B588  kind=static_target
$082340  in func $082340  base $01ABB6  kind=static_target
$082424  in func $082412  base $01B588  kind=static_target
$08244C  in func $08242A  base $001526  kind=static_target
$082494  in func $082494  base $01ABC6  kind=static_target
$082538  in func $0824F4  base $084060  kind=static_target
$082584  in func $082568  base $085070  kind=static_target
$082596  in func $082588  base $084920  kind=static_target
$0825B8  in func $0825AC  base $084920  kind=static_target
$0825C6  in func $0825BC  base $084040  kind=static_target
$08264E  in func $082632  base $0850D4  kind=static_target
$08269C  in func $08268A  base $0850D4  kind=static_target
$08271C  in func $0826FC  base $01ABC6  kind=static_target
$08273C  in func $082732  base $0013C2  kind=static_target
$082AD2  in func $082ABC  base $01AB52  kind=static_target
$083038  in func $083038  base $01ABB6  kind=static_target
$0830B4  in func $08307C  base $084220  kind=static_target
$0830BC  in func $0830B8  base $084220  kind=static_target
$08375A  in func $08375A  base $01B5D4  kind=static_target
$083798  in func $083798  base $01B588  kind=static_target
$0837C8  in func $0837B2  base $01ABC6  kind=static_target
$08382E  in func $083816  base $084060  kind=static_target
$083982  in func $08395E  base $086932  kind=static_target
$083996  in func $083988  base $0852A0  kind=static_target
$083A1E  in func $083A08  base $01ABC6  kind=static_target
$083A4A  in func $083A40  base $084920  kind=static_target
$083AB2  in func $083A92  base $00DCCA  kind=static_target
$083C18  in func $083C06  base $083C1C  kind=fallback_hybrid/offset_table
$083CA0  in func $083C90  base $00172C  kind=static_target
$083CAC  in func $083CA8  base $00172C  kind=static_target
$083CBA  in func $083CB4  base $085940  kind=static_target
$083CC6  in func $083CC0  base $085940  kind=static_target
$083DAC  in func $083D84  base $000000  kind=dynamic_register
$083E6C  in func $083E4C  base $08488A  kind=static_target
$083EC2  in func $083EC2  base $0852A0  kind=static_target
$083F70  in func $083F68  base $01ABC6  kind=static_target
$083FAE  in func $083F9E  base $01ABC6  kind=static_target
$084462  in func $08445A  base $000000  kind=dynamic_register
$084500  in func $084500  base $085FC4  kind=static_target
$08450C  in func $084504  base $000000  kind=dynamic_register
$08457E  in func $084576  base $000000  kind=dynamic_register
$0847E4  in func $0847C6  base $000000  kind=dynamic_register
$084896  in func $084892  base $000000  kind=dynamic_register
$0848B4  in func $0848AC  base $000000  kind=dynamic_register
$0848FC  in func $0848F4  base $000000  kind=dynamic_register
$084912  in func $08490A  base $000000  kind=dynamic_register
$08491A  in func $084914  base $01ABC6  kind=static_target
$08492E  in func $084920  base $01ABC6  kind=static_target
$084948  in func $084934  base $01ABC6  kind=static_target
$08496C  in func $08495E  base $01040C  kind=static_target
$08497E  in func $084972  base $01ABC6  kind=static_target
$084998  in func $08498C  base $01ABC6  kind=static_target
$0849BC  in func $0849BC  base $01ABC6  kind=static_target
$0849D2  in func $0849C6  base $01ABC6  kind=static_target
$0849EC  in func $0849D8  base $01ABC6  kind=static_target
$0849FE  in func $0849F2  base $01ABC6  kind=static_target
$084A16  in func $084A04  base $01ABC6  kind=static_target
$084A36  in func $084A1C  base $01ABC6  kind=static_target
$084A42  in func $084A3C  base $01ABC6  kind=static_target
$084A70  in func $084A70  base $01ABB6  kind=static_target
$084A9E  in func $084A98  base $01ABB6  kind=static_target
$084ACC  in func $084AC6  base $01ABB6  kind=static_target
$084AFA  in func $084AF4  base $01ABB6  kind=static_target
$084E4C  in func $084E3A  base $084E50  kind=fallback_hybrid/offset_table
$084F68  in func $084F5A  base $01ABC6  kind=static_target
$085082  in func $085070  base $01ABC6  kind=static_target
$0850B4  in func $0850A2  base $01ABC6  kind=static_target
$0850FC  in func $0850D4  base $01ABC6  kind=static_target
$08513A  in func $085102  base $01ABC6  kind=static_target
$08515A  in func $085140  base $01ABC6  kind=static_target
$08517A  in func $085160  base $01ABC6  kind=static_target
$0851AE  in func $085180  base $01ABC6  kind=static_target
$0851C6  in func $0851B4  base $01ABC6  kind=static_target
$085226  in func $085208  base $01ABC6  kind=static_target
$085632  in func $08562C  base $084400  kind=static_target
$08563C  in func $085636  base $084400  kind=static_target
$085644  in func $085640  base $084400  kind=static_target
$085656  in func $085652  base $08488A  kind=static_target
$085662  in func $08565E  base $01ABC6  kind=static_target
$08566E  in func $085668  base $01ABC6  kind=static_target
$085692  in func $08568E  base $000000  kind=dynamic_register
$08569A  in func $085694  base $01ABC6  kind=static_target
$0856B0  in func $0856A0  base $000000  kind=dynamic_register
$0856BC  in func $0856B2  base $084914  kind=static_target
$0856C8  in func $0856C4  base $084914  kind=static_target
$0856D6  in func $0856D0  base $0850D4  kind=static_target
$0856E4  in func $0856DE  base $085180  kind=static_target
$0856EE  in func $0856E8  base $08488A  kind=static_target
$0856FC  in func $0856F2  base $08488A  kind=static_target
$0857E6  in func $0857C2  base $0857EA  kind=fallback_hybrid/offset_table
$0859D6  in func $0859CE  base $0859D2  kind=fallback_hybrid/INTERIOR_UNRESOLVED
$085AEA  in func $085AD2  base $01ABC6  kind=static_target
$085AFC  in func $085AFC  base $01ABB6  kind=static_target
$085B2A  in func $085B1E  base $01ABB6  kind=static_target
$085B5A  in func $085B44  base $01ABB6  kind=static_target
$085B84  in func $085B84  base $001358  kind=static_target
$085BD6  in func $085BD6  base $08488A  kind=static_target
$085BF6  in func $085BDA  base $083C06  kind=static_target
$085C16  in func $085C00  base $085B8E  kind=static_target
$085C26  in func $085C1A  base $01ABB6  kind=static_target
$085D68  in func $085D48  base $000000  kind=dynamic_register
$085DE4  in func $085DE0  base $084060  kind=static_target
$085E36  in func $085E0E  base $084258  kind=static_target
$085E5E  in func $085E52  base $001380  kind=static_target
$085EAE  in func $085EAA  base $0852A0  kind=static_target
$085F24  in func $085F10  base $0852A0  kind=static_target
$085FF8  in func $085FDE  base $00172C  kind=static_target
$086134  in func $086132  base $001358  kind=static_target
$086148  in func $08613A  base $001358  kind=static_target
$08617A  in func $08614E  base $001526  kind=static_target
$08626A  in func $08625A  base $08626E  kind=fallback_hybrid/offset_table
$086302  in func $0862FE  base $01B588  kind=static_target
$086318  in func $086308  base $01ABC6  kind=static_target
$08631E  in func $08631E  base $01ABB6  kind=static_target
$086384  in func $08635E  base $001380  kind=static_target
$0863E6  in func $0863E6  base $01ABB6  kind=static_target
$086422  in func $086418  base $085E3A  kind=static_target
$08644C  in func $086438  base $001380  kind=static_target
$086452  in func $086452  base $01ABB6  kind=static_target
$086560  in func $086540  base $01ABC6  kind=static_target
$08658E  in func $08657A  base $084060  kind=static_target
$0865CC  in func $086592  base $084060  kind=static_target
$08669C  in func $086698  base $01AB52  kind=static_target
$0866C6  in func $0866BA  base $01AB52  kind=static_target
$0866D4  in func $0866CC  base $01AB52  kind=static_target
$0866E6  in func $0866DA  base $01AB52  kind=static_target
$086710  in func $08670C  base $01AB52  kind=static_target
$086726  in func $08671C  base $084040  kind=static_target
$086750  in func $086750  base $084920  kind=static_target
$086758  in func $086754  base $084920  kind=static_target
$08676C  in func $08675C  base $084040  kind=static_target
$0867BE  in func $0867BE  base $084920  kind=static_target
$0867D2  in func $0867CA  base $084920  kind=static_target
$0867FC  in func $0867EC  base $01ABC6  kind=static_target
$08681C  in func $086810  base $084920  kind=static_target
$086838  in func $086820  base $01ABC6  kind=static_target
$086850  in func $086850  base $085070  kind=static_target
$086898  in func $086894  base $085070  kind=static_target
$0868B2  in func $0868B2  base $085070  kind=static_target
$086980  in func $08694A  base $0869C6  kind=static_target
$086A4E  in func $086A3E  base $01DC56  kind=static_target
$086A5E  in func $086A54  base $01DC56  kind=static_target
$086D0E  in func $086CF6  base $08403C  kind=static_target
$086D64  in func $086D5E  base $085180  kind=static_target
$086D7E  in func $086D70  base $085140  kind=static_target
$086DAA  in func $086DA2  base $08488A  kind=static_target
$086E72  in func $086E5C  base $085208  kind=static_target
$086EEA  in func $086EEA  base $08488A  kind=static_target
$086EF6  in func $086EEE  base $01AB52  kind=static_target
$086F1E  in func $086EFC  base $084972  kind=static_target
$086F26  in func $086F26  base $01ABB6  kind=static_target
$086F3C  in func $086F3C  base $084400  kind=static_target
$08701A  in func $087016  base $000000  kind=dynamic_register
$087168  in func $08715A  base $085140  kind=static_target
$0871B0  in func $087172  base $084166  kind=static_target
$0871B8  in func $0871B4  base $084166  kind=static_target
$0871BC  in func $0871BC  base $085652  kind=static_target
$08728E  in func $087280  base $084920  kind=static_target
$0872A0  in func $087292  base $084920  kind=static_target
$0872C8  in func $0872A4  base $084920  kind=static_target
$0872DE  in func $0872CC  base $084920  kind=static_target
$08736C  in func $08736C  base $08488A  kind=static_target
$08742E  in func $08741C  base $084920  kind=static_target
$08745E  in func $08744C  base $084920  kind=static_target
$0874B0  in func $087480  base $01B662  kind=static_target
$0874C4  in func $0874B6  base $01B662  kind=static_target
$0874D2  in func $0874D2  base $01B662  kind=static_target
$0876DE  in func $0876D0  base $085140  kind=static_target
$08779C  in func $08778C  base $084A04  kind=static_target
$0877C2  in func $0877AC  base $084038  kind=static_target
$087826  in func $08780A  base $084920  kind=static_target
$087838  in func $08782C  base $084920  kind=static_target
$08785E  in func $087854  base $084060  kind=static_target
$0878CA  in func $0878B8  base $085416  kind=static_target
$0878E4  in func $0878CE  base $085140  kind=static_target
$087900  in func $0878E8  base $0852A0  kind=static_target
$08790C  in func $087904  base $01ABC6  kind=static_target
$087940  in func $08792E  base $085140  kind=static_target
$08794E  in func $08794A  base $084038  kind=static_target
$08799C  in func $087976  base $0841A6  kind=static_target
$0879BE  in func $0879A8  base $0857B4  kind=static_target
$0879DA  in func $0879C4  base $01ABC6  kind=static_target
$087A38  in func $087A2A  base $085140  kind=static_target
$087A78  in func $087A74  base $08488A  kind=static_target
$087AB8  in func $087A92  base $08488A  kind=static_target
$087ACA  in func $087ABC  base $085180  kind=static_target
$087B1E  in func $087B10  base $01AB52  kind=static_target
$087B50  in func $087B4C  base $01AB52  kind=static_target
$087BD8  in func $087BCA  base $085140  kind=static_target
$087C44  in func $087C0A  base $084060  kind=static_target
$087C6E  in func $087C60  base $0848B6  kind=static_target
$087CF6  in func $087CEC  base $0848B6  kind=static_target
$087D1C  in func $087D06  base $084060  kind=static_target
$087D5A  in func $087D4C  base $084934  kind=static_target
$087D6E  in func $087D5E  base $084934  kind=static_target
$087DA0  in func $087D86  base $085180  kind=static_target
$087DAA  in func $087DA4  base $085180  kind=static_target
$087DBC  in func $087DAE  base $084920  kind=static_target
$087DDE  in func $087DC0  base $01ABC6  kind=static_target
$087DE4  in func $087DE4  base $0852A0  kind=static_target
$087E38  in func $087E1A  base $01ABC6  kind=static_target
$087E42  in func $087E3E  base $01ABC6  kind=static_target
$087E8A  in func $087E86  base $01ABC6  kind=static_target
$087E9A  in func $087E90  base $084038  kind=static_target
$087EAA  in func $087E9E  base $084920  kind=static_target
$087EAE  in func $087EAE  base $01ABB6  kind=static_target
$087F72  in func $087F5C  base $085140  kind=static_target
$087F7A  in func $087F76  base $01ABC6  kind=static_target
$087FF6  in func $087FE4  base $01AB52  kind=static_target
$08804C  in func $088024  base $01AB52  kind=static_target
$088052  in func $088052  base $084BC0  kind=static_target
$088290  in func $088282  base $085140  kind=static_target
$088366  in func $08835E  base $085208  kind=static_target
$0883E0  in func $0883E0  base $01AB52  kind=static_target
$08840E  in func $08840E  base $01AB52  kind=static_target
$088472  in func $088460  base $085140  kind=static_target
$08849E  in func $088480  base $084060  kind=static_target
$0884DE  in func $0884D2  base $084700  kind=static_target
$088556  in func $088556  base $08488A  kind=static_target
$088562  in func $08855A  base $0852A0  kind=static_target
$088584  in func $088568  base $084914  kind=static_target
$088600  in func $0885FC  base $084060  kind=static_target
$088610  in func $088604  base $085C7E  kind=static_target
$08867A  in func $08867A  base $08488A  kind=static_target
$088712  in func $088712  base $08488A  kind=static_target
$088750  in func $088748  base $08488A  kind=static_target
$088772  in func $08876A  base $08488A  kind=static_target
$08878A  in func $088776  base $0685E2  kind=static_target
$0887A0  in func $088790  base $08488A  kind=static_target
$0887D4  in func $0887CA  base $084060  kind=static_target
$0887F0  in func $0887DA  base $01ABB6  kind=static_target
$088814  in func $088804  base $01040C  kind=static_target
$08881A  in func $08881A  base $01ABB6  kind=static_target
$088860  in func $088854  base $084914  kind=static_target
$08893C  in func $08893C  base $01ABC6  kind=static_target
$088946  in func $088942  base $01ABB6  kind=static_target
$08896C  in func $08894C  base $0852D0  kind=static_target
$088980  in func $088976  base $088984  kind=fallback_hybrid/offset_table
$088AE0  in func $088AD4  base $085F86  kind=static_target
$088BB0  in func $088B9C  base $085140  kind=static_target
$088BCC  in func $088BC0  base $084060  kind=static_target
$088C8E  in func $088C7C  base $084920  kind=static_target
$088D42  in func $088D30  base $084934  kind=static_target
$088D94  in func $088D94  base $08488A  kind=static_target
$088E74  in func $088E66  base $085140  kind=static_target
$088E94  in func $088E82  base $084060  kind=static_target
$088F0A  in func $088EFE  base $084898  kind=static_target
$088F62  in func $088F50  base $084920  kind=static_target
$088F6E  in func $088F6A  base $084040  kind=static_target
$088FD0  in func $088FBA  base $085208  kind=static_target
$088FE8  in func $088FDC  base $084060  kind=static_target
$089010  in func $08900C  base $0845A0  kind=static_target
$089052  in func $08904E  base $084404  kind=static_target
$089088  in func $089064  base $0841A6  kind=static_target
$0890C4  in func $0890C4  base $084934  kind=static_target
$0891AC  in func $08919E  base $085140  kind=static_target
$0891BE  in func $0891BA  base $084038  kind=static_target
$0891EE  in func $0891EE  base $084700  kind=static_target
$08920A  in func $0891F2  base $084060  kind=static_target
$08920E  in func $08920E  base $08488A  kind=static_target
$08924A  in func $089224  base $084114  kind=static_target
$089264  in func $089256  base $084934  kind=static_target
$08929C  in func $089298  base $084404  kind=static_target
$0892AE  in func $0892A0  base $085180  kind=static_target
$089322  in func $08931C  base $01AB52  kind=static_target
$08932E  in func $089328  base $01AB52  kind=static_target
$089334  in func $089334  base $01AB52  kind=static_target
$08938A  in func $08937C  base $085140  kind=static_target
$0893A0  in func $089394  base $084060  kind=static_target
$0893E2  in func $0893CC  base $01AB52  kind=static_target
$0893FA  in func $0893E8  base $084920  kind=static_target
$089408  in func $089404  base $084040  kind=static_target
$08942A  in func $089426  base $0845A0  kind=static_target
$089440  in func $08942E  base $084920  kind=static_target
$08944E  in func $08944A  base $084040  kind=static_target
$0894A2  in func $089494  base $085140  kind=static_target
$0894EE  in func $0894CA  base $085416  kind=static_target
$089524  in func $089512  base $08488A  kind=static_target
$089556  in func $089552  base $08488A  kind=static_target
$0895A0  in func $08957A  base $0841A6  kind=static_target
$08964A  in func $08963E  base $01ABC6  kind=static_target
$08965E  in func $089650  base $085140  kind=static_target
$089684  in func $089666  base $084B6E  kind=static_target
$089698  in func $08968A  base $084898  kind=static_target
$089834  in func $089826  base $085140  kind=static_target
$089902  in func $0898F2  base $08488A  kind=static_target
$08992E  in func $08992E  base $084464  kind=static_target
$089982  in func $089972  base $08488A  kind=static_target
$0899A0  in func $0899A0  base $084498  kind=static_target
$0899C2  in func $0899B4  base $084920  kind=static_target
$089A16  in func $089A04  base $0843AE  kind=static_target
$089A50  in func $089A3E  base $0843AE  kind=static_target
$089A68  in func $089A5A  base $085140  kind=static_target
$089A9E  in func $089A70  base $084060  kind=static_target
$089AB0  in func $089AA2  base $084898  kind=static_target
$089C58  in func $089C54  base $085140  kind=static_target
$089CDE  in func $089CDE  base $085070  kind=static_target
$089CFC  in func $089CE2  base $01ABC6  kind=static_target
$089D14  in func $089D14  base $085070  kind=static_target
$089D40  in func $089D3C  base $085070  kind=static_target
$089D72  in func $089D44  base $01ABC6  kind=static_target
$089D96  in func $089D78  base $01ABC6  kind=static_target
$089DA6  in func $089D9C  base $01DC56  kind=static_target
$089DB8  in func $089DAC  base $089DBC  kind=fallback_hybrid/offset_table
$089DC8  in func $089DC4  base $084060  kind=static_target
$089DDA  in func $089DCC  base $084060  kind=static_target
$089DEA  in func $089DDE  base $084060  kind=static_target
$089F64  in func $089F64  base $01B588  kind=static_target
$089FAE  in func $089F7E  base $084060  kind=static_target
$089FE6  in func $089FE2  base $08488A  kind=static_target
$08A0F0  in func $08A0EC  base $085088  kind=static_target
$08A1FC  in func $08A1D4  base $0852D0  kind=static_target
$08A242  in func $08A20C  base $0852D0  kind=static_target
$08A266  in func $08A258  base $01B588  kind=static_target
$08A27A  in func $08A26C  base $01B588  kind=static_target
$08A2DC  in func $08A2DC  base $01B588  kind=static_target
$08A2F6  in func $08A2E2  base $01B588  kind=static_target
$08A312  in func $08A304  base $01B588  kind=static_target
$08A32A  in func $08A32A  base $01B588  kind=static_target
$08A354  in func $08A344  base $01B588  kind=static_target
$08A39C  in func $08A398  base $08A3A0  kind=fallback_hybrid/offset_table
$08A46A  in func $08A44A  base $085070  kind=static_target
$08A516  in func $08A516  base $0852A0  kind=static_target
$08A596  in func $08A596  base $08488A  kind=static_target
$08A622  in func $08A612  base $084920  kind=static_target
$08A652  in func $08A644  base $085140  kind=static_target
$08A67A  in func $08A67A  base $085140  kind=static_target
$08A6C2  in func $08A6C2  base $085140  kind=static_target
$08A6DA  in func $08A6C6  base $085140  kind=static_target
$08A704  in func $08A704  base $084060  kind=static_target
$08A718  in func $08A718  base $084060  kind=static_target
$08A742  in func $08A72C  base $01ABC6  kind=static_target
$08A758  in func $08A748  base $084038  kind=static_target
$08A884  in func $08A870  base $01ABC6  kind=static_target
$08A8D6  in func $08A8BA  base $01ABB6  kind=static_target
$08A912  in func $08A902  base $0852D0  kind=static_target
$08AB6A  in func $08AB6A  base $0842A8  kind=static_target
$08AB82  in func $08AB82  base $0850BA  kind=static_target
$08AC7A  in func $08AC70  base $01DC56  kind=static_target
$08ACDC  in func $08ACCE  base $01ABC6  kind=static_target
$08AD3C  in func $08AD3C  base $085160  kind=static_target
$08AD7E  in func $08AD7E  base $085160  kind=static_target
$08AD98  in func $08AD82  base $085160  kind=static_target
$08ADC6  in func $08ADBC  base $085160  kind=static_target
$08AE08  in func $08AE08  base $085160  kind=static_target
$08AE40  in func $08AE40  base $085160  kind=static_target
$08AE5E  in func $08AE56  base $085160  kind=static_target
$08AE92  in func $08AE92  base $085160  kind=static_target
$08AE9C  in func $08AE96  base $085160  kind=static_target
$08AEA0  in func $08AEA0  base $085160  kind=static_target
$08AEB6  in func $08AEB2  base $08498C  kind=static_target
$08AED0  in func $08AECC  base $08498C  kind=static_target
$08AEE6  in func $08AEE2  base $08498C  kind=static_target
$08AF3A  in func $08AF32  base $08498C  kind=static_target
$08AF9E  in func $08AF9E  base $0856D0  kind=static_target
$08B064  in func $08B054  base $01DC56  kind=static_target
$08B07A  in func $08B06A  base $01DC56  kind=static_target
$08B134  in func $08B114  base $0852AE  kind=static_target
$08B1D0  in func $08B1D0  base $085140  kind=static_target
$08B1E8  in func $08B1E0  base $085140  kind=static_target
$08B224  in func $08B224  base $085140  kind=static_target
$08B22C  in func $08B228  base $085140  kind=static_target
$08B266  in func $08B256  base $0852D0  kind=static_target
$08B274  in func $08B26A  base $01DC56  kind=static_target
$08B2C8  in func $08B2C8  base $084060  kind=static_target
$08B2EA  in func $08B2DA  base $085140  kind=static_target
$08B30C  in func $08B30C  base $085140  kind=static_target
$08B324  in func $08B31C  base $085140  kind=static_target
